title,genres,year,votes,rating
He's Just Not That Into You,Feel-Good Romance,2009,188000,6.4
He's Just Not That Into You,Romantic Comedy,2009,188000,6.4
He's Just Not That Into You,Comedy,2009,188000,6.4
He's Just Not That Into You,Drama,2009,188000,6.4
He's Just Not That Into You,Romance,2009,188000,6.4
Unknown,Action,2011,273000,6.8
Unknown,Mystery,2011,273000,6.8
Unknown,Thriller,2011,273000,6.8
Wayne's World 2,Buddy Comedy,1993,90000,6.2
Wayne's World 2,Comedy,1993,90000,6.2
Wayne's World 2,Music,1993,90000,6.2
Ironweed,Drama,1988,10000,6.7
Seven Pounds,Tragedy,2008,320000,7.6
Seven Pounds,Drama,2008,320000,7.6
Seven Pounds,Mystery,2008,320000,7.6
Seven Pounds,Thriller,2008,320000,7.6
As Good as It Gets,Romantic Comedy,1997,327000,7.7
As Good as It Gets,Comedy,1997,327000,7.7
As Good as It Gets,Drama,1997,327000,7.7
As Good as It Gets,Romance,1997,327000,7.7
The Upside,Comedy,2019,66000,7.0
The Upside,Drama,2019,66000,7.0
Machine Gun Preacher,True Crime,2011,70000,6.7
Machine Gun Preacher,Action,2011,70000,6.7
Machine Gun Preacher,Biography,2011,70000,6.7
Machine Gun Preacher,Crime,2011,70000,6.7
Machine Gun Preacher,Drama,2011,70000,6.7
Aquarius,Drama,2016,21000,7.4
The Manhattan Project,Dark Comedy,1986,7100,6.1
The Manhattan Project,Sci-Fi,1986,7100,6.1
The Manhattan Project,Thriller,1986,7100,6.1
The Princess Diaries 2: Royal Engagement,Romantic Comedy,2004,93000,5.9
The Princess Diaries 2: Royal Engagement,Teen Comedy,2004,93000,5.9
The Princess Diaries 2: Royal Engagement,Comedy,2004,93000,5.9
The Princess Diaries 2: Royal Engagement,Family,2004,93000,5.9
The Princess Diaries 2: Royal Engagement,Romance,2004,93000,5.9
Scary Movie V,Parody,2013,80000,3.6
Scary Movie V,Comedy,2013,80000,3.6
Scary Movie V,Horror,2013,80000,3.6
Short Term 12,Psychological Drama,2013,93000,7.9
Short Term 12,Drama,2013,93000,7.9
Locke,Psychological Drama,2014,164000,7.1
Locke,Drama,2014,164000,7.1
A Sound of Thunder,Action,2005,21000,4.2
A Sound of Thunder,Adventure,2005,21000,4.2
A Sound of Thunder,Horror,2005,21000,4.2
A Sound of Thunder,Sci-Fi,2005,21000,4.2
Ralph Breaks the Internet,Buddy Comedy,2018,194000,7.0
Ralph Breaks the Internet,Computer Animation,2018,194000,7.0
Ralph Breaks the Internet,Adventure,2018,194000,7.0
Ralph Breaks the Internet,Animation,2018,194000,7.0
Ralph Breaks the Internet,Comedy,2018,194000,7.0
Ralph Breaks the Internet,Family,2018,194000,7.0
Ralph Breaks the Internet,Fantasy,2018,194000,7.0
Ralph Breaks the Internet,Sci-Fi,2018,194000,7.0
Ralph Breaks the Internet,Sport,2018,194000,7.0
Nell,Drama,1994,32000,6.5
Chalk,Comedy,2007,1400,6.1
Chalk,Drama,2007,1400,6.1
Armadillo,Documentary,2010,11000,7.4
Armadillo,War,2010,11000,7.4
East Is East,Satire,2000,20000,6.9
East Is East,Comedy,2000,20000,6.9
East Is East,Drama,2000,20000,6.9
Nowhere to Run,Action,1993,27000,5.7
Nowhere to Run,Drama,1993,27000,5.7
Nowhere to Run,Romance,1993,27000,5.7
Nowhere to Run,Thriller,1993,27000,5.7
Avengers: Endgame,Space Sci-Fi,2019,1300000,8.4
Avengers: Endgame,Superhero,2019,1300000,8.4
Avengers: Endgame,Time Travel,2019,1300000,8.4
Avengers: Endgame,Tragedy,2019,1300000,8.4
Avengers: Endgame,Action,2019,1300000,8.4
Avengers: Endgame,Adventure,2019,1300000,8.4
Avengers: Endgame,Sci-Fi,2019,1300000,8.4
Twilight of the Warriors: Walled In,Martial Arts,2024,9000,7.0
Twilight of the Warriors: Walled In,Action,2024,9000,7.0
Twilight of the Warriors: Walled In,Crime,2024,9000,7.0
Twilight of the Warriors: Walled In,Thriller,2024,9000,7.0
Sal,Biography,2013,557,4.5
Sal,Drama,2013,557,4.5
Searching for Bobby Fischer,Biography,1993,43000,7.4
Searching for Bobby Fischer,Drama,1993,43000,7.4
Searching for Bobby Fischer,Sport,1993,43000,7.4
Willow,Adventure Epic,1988,133000,7.2
Willow,Dark Fantasy,1988,133000,7.2
Willow,Epic,1988,133000,7.2
Willow,Fantasy Epic,1988,133000,7.2
Willow,Quest,1988,133000,7.2
Willow,Sword & Sorcery,1988,133000,7.2
Willow,Action,1988,133000,7.2
Willow,Adventure,1988,133000,7.2
Willow,Drama,1988,133000,7.2
Willow,Fantasy,1988,133000,7.2
Feardotcom,Crime,2002,23000,3.4
Feardotcom,Horror,2002,23000,3.4
Feardotcom,Thriller,2002,23000,3.4
Never Die Alone,Action,2004,6200,5.6
Never Die Alone,Crime,2004,6200,5.6
Never Die Alone,Drama,2004,6200,5.6
Never Die Alone,Thriller,2004,6200,5.6
The Founder,Docudrama,2017,191000,7.2
The Founder,Period Drama,2017,191000,7.2
The Founder,Workplace Drama,2017,191000,7.2
The Founder,Biography,2017,191000,7.2
The Founder,Drama,2017,191000,7.2
The Founder,Financial Drama,2017,191000,7.2
Just My Luck,Romantic Comedy,2006,64000,5.5
Just My Luck,Comedy,2006,64000,5.5
Just My Luck,Fantasy,2006,64000,5.5
Just My Luck,Romance,2006,64000,5.5
Jaan-E-Mann: Let's Fall in Love... Again,Parody,2006,9400,6.1
Jaan-E-Mann: Let's Fall in Love... Again,Romantic Comedy,2006,9400,6.1
Jaan-E-Mann: Let's Fall in Love... Again,Comedy,2006,9400,6.1
Jaan-E-Mann: Let's Fall in Love... Again,Drama,2006,9400,6.1
Jaan-E-Mann: Let's Fall in Love... Again,Musical,2006,9400,6.1
Jaan-E-Mann: Let's Fall in Love... Again,Romance,2006,9400,6.1
In the Name of the Father,Docudrama,1994,195000,8.1
In the Name of the Father,Legal Drama,1994,195000,8.1
In the Name of the Father,Period Drama,1994,195000,8.1
In the Name of the Father,Prison Drama,1994,195000,8.1
In the Name of the Father,Tragedy,1994,195000,8.1
In the Name of the Father,True Crime,1994,195000,8.1
In the Name of the Father,Biography,1994,195000,8.1
In the Name of the Father,Crime,1994,195000,8.1
In the Name of the Father,Drama,1994,195000,8.1
They,Supernatural Horror,2002,14000,4.8
They,Horror,2002,14000,4.8
They,Mystery,2002,14000,4.8
They,Thriller,2002,14000,4.8
Battlefield Earth,Action,2000,84000,2.5
Battlefield Earth,Adventure,2000,84000,2.5
Battlefield Earth,Sci-Fi,2000,84000,2.5
Brazil,Dark Comedy,1985,216000,7.8
Brazil,Dystopian Sci-Fi,1985,216000,7.8
Brazil,Sci-Fi Epic,1985,216000,7.8
Brazil,Steampunk,1985,216000,7.8
Brazil,Drama,1985,216000,7.8
Brazil,Sci-Fi,1985,216000,7.8
Brazil,Thriller,1985,216000,7.8
Stuck,Dark Comedy,2009,10000,6.5
Stuck,True Crime,2009,10000,6.5
Stuck,Comedy,2009,10000,6.5
Stuck,Crime,2009,10000,6.5
Stuck,Drama,2009,10000,6.5
Stuck,Thriller,2009,10000,6.5
Get Carter,Action,2000,38000,5.2
Get Carter,Crime,2000,38000,5.2
Get Carter,Drama,2000,38000,5.2
Get Carter,Thriller,2000,38000,5.2
Musical Chairs,Drama,2011,353,5.9
Musical Chairs,Romance,2011,353,5.9
Jerry Maguire,Feel-Good Romance,1996,297000,7.3
Jerry Maguire,Football,1996,297000,7.3
Jerry Maguire,Romantic Comedy,1996,297000,7.3
Jerry Maguire,Workplace Drama,1996,297000,7.3
Jerry Maguire,Comedy,1996,297000,7.3
Jerry Maguire,Drama,1996,297000,7.3
Jerry Maguire,Romance,1996,297000,7.3
Jerry Maguire,Sport,1996,297000,7.3
Jersey Boys,Period Drama,2014,38000,6.8
Jersey Boys,Biography,2014,38000,6.8
Jersey Boys,Drama,2014,38000,6.8
Jersey Boys,Music,2014,38000,6.8
Animal Kingdom,Dark Comedy,2010,62000,7.2
Animal Kingdom,Tragedy,2010,62000,7.2
Animal Kingdom,True Crime,2010,62000,7.2
Animal Kingdom,Crime,2010,62000,7.2
Animal Kingdom,Drama,2010,62000,7.2
Animal Kingdom,Thriller,2010,62000,7.2
My Wife Is an Actress,Comedy,2001,3800,6.4
My Wife Is an Actress,Drama,2001,3800,6.4
My Wife Is an Actress,Romance,2001,3800,6.4
The Ring Two,Supernatural Horror,2005,103000,5.4
The Ring Two,Horror,2005,103000,5.4
The Ring Two,Mystery,2005,103000,5.4
Blues Brothers 2000,Jukebox Musical,1998,35000,4.9
Blues Brothers 2000,Action,1998,35000,4.9
Blues Brothers 2000,Comedy,1998,35000,4.9
Blues Brothers 2000,Crime,1998,35000,4.9
Blues Brothers 2000,Music,1998,35000,4.9
Blues Brothers 2000,Musical,1998,35000,4.9
Witness,Drama,1985,109000,7.4
Witness,Romance,1985,109000,7.4
Witness,Thriller,1985,109000,7.4
Shang-Chi and the Legend of the Ten Rings,Action Epic,2021,459000,7.3
Shang-Chi and the Legend of the Ten Rings,Adventure Epic,2021,459000,7.3
Shang-Chi and the Legend of the Ten Rings,Fantasy Epic,2021,459000,7.3
Shang-Chi and the Legend of the Ten Rings,Kung Fu,2021,459000,7.3
Shang-Chi and the Legend of the Ten Rings,Martial Arts,2021,459000,7.3
Shang-Chi and the Legend of the Ten Rings,Superhero,2021,459000,7.3
Shang-Chi and the Legend of the Ten Rings,Action,2021,459000,7.3
Shang-Chi and the Legend of the Ten Rings,Adventure,2021,459000,7.3
Shang-Chi and the Legend of the Ten Rings,Fantasy,2021,459000,7.3
Shang-Chi and the Legend of the Ten Rings,Sci-Fi,2021,459000,7.3
Super,Dark Comedy,2011,85000,6.7
Super,High-Concept Comedy,2011,85000,6.7
Super,Raunchy Comedy,2011,85000,6.7
Super,Superhero,2011,85000,6.7
Super,Action,2011,85000,6.7
Super,Comedy,2011,85000,6.7
Super,Crime,2011,85000,6.7
Hatchet II,Slasher Horror,2010,16000,5.5
Hatchet II,Action,2010,16000,5.5
Hatchet II,Comedy,2010,16000,5.5
Hatchet II,Horror,2010,16000,5.5
Hatchet II,Thriller,2010,16000,5.5
Alice in Wonderland,Dark Fantasy,2010,453000,6.4
Alice in Wonderland,Fairy Tale,2010,453000,6.4
Alice in Wonderland,Adventure,2010,453000,6.4
Alice in Wonderland,Family,2010,453000,6.4
Alice in Wonderland,Fantasy,2010,453000,6.4
Alice in Wonderland,Mystery,2010,453000,6.4
Silent House,Horror,2012,25000,5.2
Silent House,Thriller,2012,25000,5.2
The Patriot,Epic,2000,303000,7.2
The Patriot,Period Drama,2000,303000,7.2
The Patriot,War Epic,2000,303000,7.2
The Patriot,Action,2000,303000,7.2
The Patriot,Drama,2000,303000,7.2
The Patriot,History,2000,303000,7.2
The Patriot,War,2000,303000,7.2
Snitch,Action,2013,94000,6.4
Snitch,Drama,2013,94000,6.4
Snitch,Thriller,2013,94000,6.4
Breaking Upwards,Romance,2009,1500,6.0
Rocky V,Boxing,1990,155000,5.4
Rocky V,Drama,1990,155000,5.4
Rocky V,Sport,1990,155000,5.4
Smoke,Comedy,1995,39000,7.4
Smoke,Drama,1995,39000,7.4
Beverly Hills Cop III,Buddy Cop,1994,97000,5.5
Beverly Hills Cop III,Action,1994,97000,5.5
Beverly Hills Cop III,Comedy,1994,97000,5.5
Beverly Hills Cop III,Crime,1994,97000,5.5
Beverly Hills Cop III,Thriller,1994,97000,5.5
Frankenstein,Monster Horror,1994,61000,6.3
Frankenstein,Drama,1994,61000,6.3
Frankenstein,Horror,1994,61000,6.3
Frankenstein,Romance,1994,61000,6.3
Frankenstein,Sci-Fi,1994,61000,6.3
El Chicano,Superhero,2019,1700,5.4
El Chicano,Action,2019,1700,5.4
El Chicano,Crime,2019,1700,5.4
El Chicano,Drama,2019,1700,5.4
El Chicano,Thriller,2019,1700,5.4
In a Better World,Tragedy,2010,42000,7.6
In a Better World,Drama,2010,42000,7.6
In a Better World,Romance,2010,42000,7.6
The Apparition,Horror,2012,21000,4.1
The Apparition,Thriller,2012,21000,4.1
Star Wars: Episode V - The Empire Strikes Back,Action Epic,1980,1400000,8.7
Star Wars: Episode V - The Empire Strikes Back,Adventure Epic,1980,1400000,8.7
Star Wars: Episode V - The Empire Strikes Back,Dark Fantasy,1980,1400000,8.7
Star Wars: Episode V - The Empire Strikes Back,Epic,1980,1400000,8.7
Star Wars: Episode V - The Empire Strikes Back,Fantasy Epic,1980,1400000,8.7
Star Wars: Episode V - The Empire Strikes Back,Globetrotting Adventure,1980,1400000,8.7
Star Wars: Episode V - The Empire Strikes Back,Quest,1980,1400000,8.7
Star Wars: Episode V - The Empire Strikes Back,Sci-Fi Epic,1980,1400000,8.7
Star Wars: Episode V - The Empire Strikes Back,Space Sci-Fi,1980,1400000,8.7
Star Wars: Episode V - The Empire Strikes Back,Sword & Sorcery,1980,1400000,8.7
District 13: Ultimatum,Martial Arts,2009,47000,6.5
District 13: Ultimatum,Action,2009,47000,6.5
District 13: Ultimatum,Crime,2009,47000,6.5
District 13: Ultimatum,Thriller,2009,47000,6.5
The Grudge,Supernatural Horror,2020,31000,4.4
The Grudge,Fantasy,2020,31000,4.4
The Grudge,Horror,2020,31000,4.4
From Beyond,Body Horror,1986,33000,6.6
From Beyond,Horror,1986,33000,6.6
From Beyond,Sci-Fi,1986,33000,6.6
Bright Days Ahead,Drama,2013,1900,6.3
Bright Days Ahead,Romance,2013,1900,6.3
American Made,Drug Crime,2017,218000,7.1
American Made,True Crime,2017,218000,7.1
American Made,Action,2017,218000,7.1
American Made,Comedy,2017,218000,7.1
American Made,Crime,2017,218000,7.1
American Made,Drama,2017,218000,7.1
American Made,Thriller,2017,218000,7.1
Zack and Miri Make a Porno,Raunchy Comedy,2008,184000,6.5
Zack and Miri Make a Porno,Comedy,2008,184000,6.5
Zack and Miri Make a Porno,Romance,2008,184000,6.5
Any Which Way You Can,Action,1980,22000,6.1
Any Which Way You Can,Comedy,1980,22000,6.1
The Predator,Alien Invasion,2018,153000,5.3
The Predator,Urban Adventure,2018,153000,5.3
The Predator,Action,2018,153000,5.3
The Predator,Adventure,2018,153000,5.3
The Predator,Sci-Fi,2018,153000,5.3
The Predator,Thriller,2018,153000,5.3
Jane Got a Gun,Period Drama,2016,25000,5.9
Jane Got a Gun,Action,2016,25000,5.9
Jane Got a Gun,Crime,2016,25000,5.9
Jane Got a Gun,Drama,2016,25000,5.9
Jane Got a Gun,Western,2016,25000,5.9
Four Weddings and a Funeral,Dark Comedy,1994,173000,7.1
Four Weddings and a Funeral,Romantic Comedy,1994,173000,7.1
Four Weddings and a Funeral,Satire,1994,173000,7.1
Four Weddings and a Funeral,Comedy,1994,173000,7.1
Four Weddings and a Funeral,Drama,1994,173000,7.1
Four Weddings and a Funeral,Romance,1994,173000,7.1
Deadpool & Wolverine,Buddy Comedy,2024,482000,7.6
Deadpool & Wolverine,Dark Comedy,2024,482000,7.6
Deadpool & Wolverine,Raunchy Comedy,2024,482000,7.6
Deadpool & Wolverine,Superhero,2024,482000,7.6
Deadpool & Wolverine,Action,2024,482000,7.6
Deadpool & Wolverine,Adventure,2024,482000,7.6
Deadpool & Wolverine,Comedy,2024,482000,7.6
Deadpool & Wolverine,Sci-Fi,2024,482000,7.6
Speed 2: Cruise Control,Action,1997,88000,4.0
Speed 2: Cruise Control,Adventure,1997,88000,4.0
Speed 2: Cruise Control,Crime,1997,88000,4.0
Speed 2: Cruise Control,Romance,1997,88000,4.0
Speed 2: Cruise Control,Thriller,1997,88000,4.0
Falling Down,Psychological Drama,1993,215000,7.6
Falling Down,Tragedy,1993,215000,7.6
Falling Down,Crime,1993,215000,7.6
Falling Down,Drama,1993,215000,7.6
Falling Down,Thriller,1993,215000,7.6
Shoot to Kill,Action,1988,15000,6.8
Shoot to Kill,Adventure,1988,15000,6.8
Shoot to Kill,Crime,1988,15000,6.8
Shoot to Kill,Drama,1988,15000,6.8
Shoot to Kill,Thriller,1988,15000,6.8
Malibu's Most Wanted,Comedy,2003,21000,5.2
Malibu's Most Wanted,Crime,2003,21000,5.2
Sex Tape,Raunchy Comedy,2014,121000,5.1
Sex Tape,Comedy,2014,121000,5.1
Sex Tape,Romance,2014,121000,5.1
Legends of the Fall,Epic,1995,190000,7.5
Legends of the Fall,Period Drama,1995,190000,7.5
Legends of the Fall,Romantic Epic,1995,190000,7.5
Legends of the Fall,Tragedy,1995,190000,7.5
Legends of the Fall,Western Epic,1995,190000,7.5
Legends of the Fall,Drama,1995,190000,7.5
Legends of the Fall,Romance,1995,190000,7.5
Legends of the Fall,War,1995,190000,7.5
Legends of the Fall,Western,1995,190000,7.5
Field of Dreams,Baseball,1989,133000,7.5
Field of Dreams,Supernatural Fantasy,1989,133000,7.5
Field of Dreams,Drama,1989,133000,7.5
Field of Dreams,Family,1989,133000,7.5
Field of Dreams,Fantasy,1989,133000,7.5
Field of Dreams,Sport,1989,133000,7.5
To Rome with Love,Romantic Comedy,2012,92000,6.3
To Rome with Love,Comedy,2012,92000,6.3
To Rome with Love,Music,2012,92000,6.3
To Rome with Love,Romance,2012,92000,6.3
Identity,Psychological Thriller,2003,278000,7.3
Identity,Whodunnit,2003,278000,7.3
Identity,Mystery,2003,278000,7.3
Identity,Thriller,2003,278000,7.3
The Cooler,Drama,2004,36000,6.9
The Cooler,Romance,2004,36000,6.9
My Fair Lady,Classic Musical,1964,105000,7.7
My Fair Lady,Drama,1964,105000,7.7
My Fair Lady,Family,1964,105000,7.7
My Fair Lady,Musical,1964,105000,7.7
My Fair Lady,Romance,1964,105000,7.7
Manito,Drama,2002,599,6.6
Manito,Family,2002,599,6.6
Diary of a Mad Black Woman,Dark Comedy,2005,16000,5.7
Diary of a Mad Black Woman,Romantic Comedy,2005,16000,5.7
Diary of a Mad Black Woman,Comedy,2005,16000,5.7
Diary of a Mad Black Woman,Drama,2005,16000,5.7
Diary of a Mad Black Woman,Romance,2005,16000,5.7
The Haunting,Supernatural Horror,1999,82000,5.0
The Haunting,Fantasy,1999,82000,5.0
The Haunting,Horror,1999,82000,5.0
The Haunting,Mystery,1999,82000,5.0
The Haunting,Thriller,1999,82000,5.0
Kid Cannabis,True Crime,2014,11000,6.4
Kid Cannabis,Biography,2014,11000,6.4
Kid Cannabis,Comedy,2014,11000,6.4
Kid Cannabis,Crime,2014,11000,6.4
Kid Cannabis,Drama,2014,11000,6.4
Charlie St. Cloud,Drama,2010,66000,6.4
Charlie St. Cloud,Fantasy,2010,66000,6.4
Charlie St. Cloud,Romance,2010,66000,6.4
Thirteen,Coming-of-Age,2003,103000,6.8
Thirteen,Teen Drama,2003,103000,6.8
Thirteen,Drama,2003,103000,6.8
A Most Violent Year,Crime,2015,80000,6.9
A Most Violent Year,Drama,2015,80000,6.9
A Most Violent Year,Thriller,2015,80000,6.9
Queen to Play,Drama,2011,3300,6.9
Stigmata,Supernatural Horror,1999,74000,6.2
Stigmata,Horror,1999,74000,6.2
Stigmata,Mystery,1999,74000,6.2
No Man's Land,Satire,2001,50000,7.9
No Man's Land,Comedy,2001,50000,7.9
No Man's Land,Drama,2001,50000,7.9
No Man's Land,War,2001,50000,7.9
Intolerable Cruelty,Dark Comedy,2003,104000,6.3
Intolerable Cruelty,Romantic Comedy,2003,104000,6.3
Intolerable Cruelty,Satire,2003,104000,6.3
Intolerable Cruelty,Comedy,2003,104000,6.3
Intolerable Cruelty,Crime,2003,104000,6.3
Intolerable Cruelty,Romance,2003,104000,6.3
Lady Macbeth,Dark Romance,2017,29000,6.8
Lady Macbeth,Drama,2017,29000,6.8
Lady Macbeth,Romance,2017,29000,6.8
Illegal Tender,Crime,2007,2800,5.4
Illegal Tender,Drama,2007,2800,5.4
Illegal Tender,Thriller,2007,2800,5.4
Reno 911!: Miami,Comedy,2007,28000,5.9
Reno 911!: Miami,Crime,2007,28000,5.9
The Hot Chick,Body Swap Comedy,2002,106000,5.6
The Hot Chick,Teen Comedy,2002,106000,5.6
The Hot Chick,Comedy,2002,106000,5.6
The Hot Chick,Fantasy,2002,106000,5.6
Speak No Evil,Psychological Drama,2024,93000,6.8
Speak No Evil,Psychological Horror,2024,93000,6.8
Speak No Evil,Psychological Thriller,2024,93000,6.8
Speak No Evil,Drama,2024,93000,6.8
Speak No Evil,Horror,2024,93000,6.8
Speak No Evil,Thriller,2024,93000,6.8
Pathfinder,Action,2007,47000,5.4
Pathfinder,Adventure,2007,47000,5.4
Pathfinder,Drama,2007,47000,5.4
Pathfinder,War,2007,47000,5.4
Krush Groove,Comedy,1985,3700,6.4
Krush Groove,Drama,1985,3700,6.4
Krush Groove,Music,1985,3700,6.4
Fired Up!,Comedy,2009,47000,6.1
Fired Up!,Sport,2009,47000,6.1
Super Troopers 2,Comedy,2018,29000,6.0
Super Troopers 2,Crime,2018,29000,6.0
Super Troopers 2,Mystery,2018,29000,6.0
Scream VI,Slasher Horror,2023,136000,6.4
Scream VI,Suspense Mystery,2023,136000,6.4
Scream VI,Teen Horror,2023,136000,6.4
Scream VI,Whodunnit,2023,136000,6.4
Scream VI,Horror,2023,136000,6.4
Scream VI,Mystery,2023,136000,6.4
Scream VI,Thriller,2023,136000,6.4
101 Dalmatians,Animal Adventure,1996,121000,5.8
101 Dalmatians,Urban Adventure,1996,121000,5.8
101 Dalmatians,Adventure,1996,121000,5.8
101 Dalmatians,Comedy,1996,121000,5.8
101 Dalmatians,Crime,1996,121000,5.8
101 Dalmatians,Family,1996,121000,5.8
The Kid,High-Concept Comedy,2000,45000,6.1
The Kid,Comedy,2000,45000,6.1
The Kid,Family,2000,45000,6.1
The Kid,Fantasy,2000,45000,6.1
The Jungle Book,Animal Adventure,1967,205000,7.6
The Jungle Book,Hand-Drawn Animation,1967,205000,7.6
The Jungle Book,Jungle Adventure,1967,205000,7.6
The Jungle Book,Quest,1967,205000,7.6
The Jungle Book,Adventure,1967,205000,7.6
The Jungle Book,Animation,1967,205000,7.6
The Jungle Book,Comedy,1967,205000,7.6
The Jungle Book,Family,1967,205000,7.6
The Jungle Book,Musical,1967,205000,7.6
Talk Radio,Psychological Thriller,1989,15000,7.2
Talk Radio,Drama,1989,15000,7.2
Talk Radio,Thriller,1989,15000,7.2
Big Trouble in Little China,Slapstick,1986,160000,7.2
Big Trouble in Little China,Urban Adventure,1986,160000,7.2
Big Trouble in Little China,Action,1986,160000,7.2
Big Trouble in Little China,Adventure,1986,160000,7.2
Big Trouble in Little China,Comedy,1986,160000,7.2
Big Trouble in Little China,Fantasy,1986,160000,7.2
The Proposition,Costume Drama,2006,56000,7.3
The Proposition,Period Drama,2006,56000,7.3
The Proposition,Tragedy,2006,56000,7.3
The Proposition,Crime,2006,56000,7.3
The Proposition,Drama,2006,56000,7.3
The Proposition,Western,2006,56000,7.3
The Disappearance of Eleanor Rigby: Them,Drama,2014,13000,6.3
The Disappearance of Eleanor Rigby: Them,Romance,2014,13000,6.3
Lonely Hearts,True Crime,2006,23000,6.4
Lonely Hearts,Biography,2006,23000,6.4
Lonely Hearts,Crime,2006,23000,6.4
Lonely Hearts,Drama,2006,23000,6.4
Lonely Hearts,History,2006,23000,6.4
Lonely Hearts,Romance,2006,23000,6.4
Lonely Hearts,Thriller,2006,23000,6.4
Tommy Boy,Buddy Comedy,1995,101000,7.1
Tommy Boy,Quest,1995,101000,7.1
Tommy Boy,Road Trip,1995,101000,7.1
Tommy Boy,Slapstick,1995,101000,7.1
Tommy Boy,Urban Adventure,1995,101000,7.1
Tommy Boy,Adventure,1995,101000,7.1
Tommy Boy,Comedy,1995,101000,7.1
Friday the 13th: A New Beginning,Slasher Horror,1985,46000,4.8
Friday the 13th: A New Beginning,Suspense Mystery,1985,46000,4.8
Friday the 13th: A New Beginning,Teen Horror,1985,46000,4.8
Friday the 13th: A New Beginning,Whodunnit,1985,46000,4.8
Friday the 13th: A New Beginning,Horror,1985,46000,4.8
Friday the 13th: A New Beginning,Mystery,1985,46000,4.8
Friday the 13th: A New Beginning,Thriller,1985,46000,4.8
Leviathan,Body Horror,1989,25000,5.8
Leviathan,Adventure,1989,25000,5.8
Leviathan,Horror,1989,25000,5.8
Leviathan,Mystery,1989,25000,5.8
Leviathan,Sci-Fi,1989,25000,5.8
Leviathan,Thriller,1989,25000,5.8
Fruitvale Station,True Crime,2013,88000,7.5
Fruitvale Station,Biography,2013,88000,7.5
Fruitvale Station,Crime,2013,88000,7.5
Fruitvale Station,Drama,2013,88000,7.5
Fruitvale Station,Romance,2013,88000,7.5
Get Shorty,Dark Comedy,1995,93000,6.9
Get Shorty,Satire,1995,93000,6.9
Get Shorty,Comedy,1995,93000,6.9
Get Shorty,Crime,1995,93000,6.9
Get Shorty,Thriller,1995,93000,6.9
In & Out,Comedy,1997,45000,6.4
In & Out,Romance,1997,45000,6.4
Cape Fear,Psychological Thriller,1991,226000,7.3
Cape Fear,Crime,1991,226000,7.3
Cape Fear,Thriller,1991,226000,7.3
Cloverfield,Disaster,2008,432000,7.0
Cloverfield,Found Footage Horror,2008,432000,7.0
Cloverfield,Kaiju,2008,432000,7.0
Cloverfield,Monster Horror,2008,432000,7.0
Cloverfield,Supernatural Horror,2008,432000,7.0
Cloverfield,Action,2008,432000,7.0
Cloverfield,Horror,2008,432000,7.0
Cloverfield,Sci-Fi,2008,432000,7.0
Cloverfield,Thriller,2008,432000,7.0
The Muppets,Animal Adventure,2011,99000,7.1
The Muppets,Farce,2011,99000,7.1
The Muppets,Quest,2011,99000,7.1
The Muppets,Quirky Comedy,2011,99000,7.1
The Muppets,Urban Adventure,2011,99000,7.1
The Muppets,Adventure,2011,99000,7.1
The Muppets,Comedy,2011,99000,7.1
The Muppets,Family,2011,99000,7.1
The Muppets,Musical,2011,99000,7.1
Tales from the Darkside: The Movie,Dark Comedy,1990,20000,6.2
Tales from the Darkside: The Movie,Supernatural Horror,1990,20000,6.2
Tales from the Darkside: The Movie,Comedy,1990,20000,6.2
Tales from the Darkside: The Movie,Fantasy,1990,20000,6.2
Tales from the Darkside: The Movie,Horror,1990,20000,6.2
Tales from the Darkside: The Movie,Thriller,1990,20000,6.2
Catfish,Science & Technology Documentary,2010,44000,7.1
Catfish,Documentary,2010,44000,7.1
Catfish,Drama,2010,44000,7.1
Catfish,Mystery,2010,44000,7.1
Catfish,Thriller,2010,44000,7.1
Broadcast News,Romantic Comedy,1987,35000,7.3
Broadcast News,Satire,1987,35000,7.3
Broadcast News,Workplace Drama,1987,35000,7.3
Broadcast News,Comedy,1987,35000,7.3
Broadcast News,Drama,1987,35000,7.3
Broadcast News,Romance,1987,35000,7.3
The Benchwarmers,Dark Comedy,2006,56000,5.6
The Benchwarmers,Slapstick,2006,56000,5.6
The Benchwarmers,Comedy,2006,56000,5.6
The Benchwarmers,Sport,2006,56000,5.6
F/X,Action,1986,24000,6.7
F/X,Thriller,1986,24000,6.7
Ready Player One,Cyberpunk,2018,513000,7.4
Ready Player One,Dystopian Sci-Fi,2018,513000,7.4
Ready Player One,Quest,2018,513000,7.4
Ready Player One,Teen Adventure,2018,513000,7.4
Ready Player One,Action,2018,513000,7.4
Ready Player One,Adventure,2018,513000,7.4
Ready Player One,Sci-Fi,2018,513000,7.4
Beastly,Fairy Tale,2011,81000,5.5
Beastly,Teen Fantasy,2011,81000,5.5
Beastly,Drama,2011,81000,5.5
Beastly,Fantasy,2011,81000,5.5
Beastly,Romance,2011,81000,5.5
Bedazzled,Satire,2000,115000,6.1
Bedazzled,Comedy,2000,115000,6.1
Bedazzled,Fantasy,2000,115000,6.1
Ruby Gillman: Teenage Kraken,Computer Animation,2023,13000,5.7
Ruby Gillman: Teenage Kraken,Teen Comedy,2023,13000,5.7
Ruby Gillman: Teenage Kraken,Teen Drama,2023,13000,5.7
Ruby Gillman: Teenage Kraken,Teen Romance,2023,13000,5.7
